accommodates,bathrooms,bedrooms,latitude,longitude,room_type,review_scores_rating,minimum_nights,maximum_nights,availability_365,number_of_reviews,host_listings_count,host_response_rate,property_type,neighbourhood,cleanliness_rating,communication_rating,value_rating,cancellation_policy,instant_bookable,host_is_superhost,bathrooms_text,review_scores_accuracy,review_scores_cleanliness,price
1,1.45,2,40.69847,-73.99206,Entire home/apt,55,10,15,324,19,5,94.1,House,Manhattan,7.3,7.7,9.7,strict,1,1,1.4 shared bath,8.4,9.0,231.79
1,2.95,2,40.6971,-74.01713,Private room,94,5,19,207,15,8,79.1,Apartment,Queens,8.4,10.0,9.9,flexible,1,1,3.0 bath,8.6,7.5,246.44
1,2.99,1,40.69889,-74.02411,Private room,80,8,22,340,50,6,97.9,Apartment,Manhattan,9.8,9.6,9.5,flexible,1,0,3.0 bath,9.3,7.5,256.2
1,1.15,1,40.71562,-73.98347,Private room,63,9,17,363,46,7,99.9,Apartment,Manhattan,9.5,9.4,9.6,flexible,0,1,1.1 shared bath,7.1,9.1,181.44
3,2.87,3,40.69594,-74.02387,Entire home/apt,65,8,24,261,50,7,73.6,House,Brooklyn,9.8,7.1,9.0,flexible,1,1,2.9 bath,9.0,8.1,300.0
1,1.58,2,40.68804,-74.00132,Private room,83,3,16,204,50,1,99.0,Apartment,Bronx,7.4,8.1,8.2,flexible,1,1,1.6 bath,9.9,9.0,196.26
4,2.38,3,40.69218,-74.0122,Entire home/apt,96,10,10,347,35,1,81.2,House,Brooklyn,8.3,9.5,7.9,flexible,1,1,2.4 baths,9.3,8.3,300.0
5,1.68,2,40.70989,-73.97357,Private room,95,8,10,258,48,8,74.4,Apartment,Queens,9.0,9.6,9.9,flexible,1,0,1.7 baths,8.3,7.1,300.0
1,2.94,2,40.69039,-73.97172,Entire home/apt,65,7,26,304,19,4,94.9,Condo,Manhattan,10.0,7.5,8.7,flexible,1,0,2.9 bath,8.1,7.2,284.15
3,1.2,2,40.71199,-73.9998,Entire home/apt,55,9,10,331,24,9,91.5,Apartment,Bronx,9.2,8.9,8.1,strict,1,1,1.2 shared bath,9.5,8.2,254.53
3,2.0,3,40.69798,-74.00465,Private room,89,1,25,230,26,1,81.3,Condo,Brooklyn,9.0,7.1,8.0,flexible,1,0,2.0 baths,8.7,8.5,300.0
1,1.86,2,40.68206,-74.00378,Entire home/apt,58,7,29,233,42,2,71.8,Apartment,Manhattan,8.0,9.3,8.9,moderate,1,1,1.9 baths,8.0,8.4,237.8
5,1.65,3,40.70749,-73.9971,Private room,67,4,21,252,38,7,95.7,House,Manhattan,7.4,8.1,9.3,flexible,1,1,1.6 bath,9.4,8.4,300.0
1,2.29,1,40.69729,-73.98717,Entire home/apt,75,2,12,215,28,8,71.6,House,Bronx,9.7,7.8,7.0,flexible,0,0,2.3 bath,7.0,9.0,222.94
3,1.26,2,40.70372,-73.94948,Entire home/apt,82,5,21,330,42,7,97.7,Apartment,Brooklyn,9.7,9.0,7.9,flexible,1,1,1.3 shared bath,8.7,7.8,288.33
2,2.43,3,40.69377,-74.01588,Entire home/apt,76,8,25,213,7,2,99.5,Apartment,Queens,7.3,9.6,9.7,moderate,1,1,2.4 shared bath,8.7,9.3,291.35
4,2.96,1,40.71231,-73.99637,Entire home/apt,100,2,15,364,36,1,92.2,Condo,Brooklyn,7.1,9.7,7.9,strict,0,0,3.0 shared bath,9.9,8.2,300.0
3,2.61,2,40.70446,-74.00232,Private room,86,3,27,200,41,4,82.0,Apartment,Brooklyn,7.7,8.1,9.2,flexible,1,0,2.6 shared bath,7.7,8.3,300.0
1,2.72,1,40.72166,-74.00781,Entire home/apt,63,1,12,347,18,8,79.4,Condo,Staten Island,7.9,9.9,8.7,flexible,1,1,2.7 baths,9.2,8.0,236.23
4,1.72,2,40.70711,-74.00652,Entire home/apt,80,3,28,304,0,5,98.8,House,Queens,9.7,9.8,9.1,flexible,0,1,1.7 bath,9.4,9.0,300.0
1,1.65,3,40.69767,-74.00166,Private room,85,7,16,308,34,7,96.8,Apartment,Brooklyn,8.5,8.4,9.6,strict,1,1,1.6 baths,7.9,9.3,206.95
1,2.03,2,40.69135,-73.99705,Entire home/apt,95,6,16,352,9,7,78.3,Apartment,Brooklyn,7.7,9.0,7.9,moderate,1,1,2.0 baths,7.2,8.3,249.95
2,1.09,2,40.68583,-73.99437,Entire home/apt,63,2,12,265,13,2,98.3,House,Brooklyn,9.0,9.3,8.6,flexible,1,0,1.1 baths,8.7,7.9,264.25
4,2.89,3,40.69871,-73.99251,Private room,74,3,16,333,16,1,98.4,Apartment,Staten Island,9.5,7.1,9.9,flexible,1,0,2.9 baths,8.5,7.9,300.0
4,1.29,3,40.6991,-74.02105,Entire home/apt,91,6,20,297,50,4,93.1,House,Brooklyn,7.2,8.0,7.3,flexible,1,1,1.3 bath,7.4,9.5,300.0
2,2.81,3,40.71591,-74.0101,Private room,54,6,14,345,21,6,91.1,Apartment,Manhattan,8.9,7.2,7.8,flexible,1,1,2.8 bath,7.3,7.1,275.67
3,1.17,2,40.69589,-73.99186,Entire home/apt,68,7,28,243,5,4,84.0,Apartment,Manhattan,9.6,8.8,8.2,strict,1,1,1.2 shared bath,8.9,8.7,271.63
1,2.65,1,40.71015,-73.97841,Shared room,54,1,25,303,48,5,91.3,House,Queens,9.6,8.1,7.1,moderate,0,1,2.6 baths,9.1,9.6,188.11
5,1.3,3,40.69893,-73.99284,Private room,94,1,26,298,50,6,97.1,Condo,Staten Island,7.4,7.7,8.4,flexible,0,0,1.3 bath,9.9,10.0,300.0
1,1.08,1,40.71892,-74.0045,Private room,100,4,22,205,37,8,94.9,House,Manhattan,7.6,7.0,9.9,moderate,1,0,1.1 baths,7.6,7.6,200.19
1,2.44,3,40.68434,-73.9929,Entire home/apt,93,2,13,314,9,4,97.4,Apartment,Manhattan,8.1,7.7,7.2,moderate,0,0,2.4 baths,7.2,8.1,279.24
3,1.56,3,40.71352,-73.99617,Private room,70,7,23,228,43,10,82.6,Apartment,Manhattan,8.0,8.9,7.8,moderate,1,1,1.6 shared bath,7.7,8.8,293.69
1,2.43,2,40.69501,-74.01572,Private room,66,6,19,365,50,7,80.7,House,Manhattan,9.5,9.2,9.5,flexible,1,1,2.4 bath,9.0,8.6,249.99
2,2.11,3,40.70892,-74.00264,Entire home/apt,81,2,23,360,24,4,78.2,Apartment,Manhattan,8.0,9.8,7.4,moderate,1,1,2.1 baths,7.2,7.5,293.03
2,1.22,1,40.71572,-73.99742,Entire home/apt,64,4,21,365,30,9,87.4,House,Brooklyn,8.5,10.0,8.2,flexible,1,0,1.2 shared bath,7.5,8.6,254.67
4,2.86,2,40.69649,-73.98921,Entire home/apt,51,10,18,271,6,7,81.0,Apartment,Brooklyn,7.9,7.5,9.1,strict,0,1,2.9 baths,8.3,9.1,300.0
5,1.9,3,40.68904,-73.97867,Entire home/apt,83,2,30,355,0,8,82.2,Condo,Brooklyn,7.9,8.8,9.5,strict,1,1,1.9 bath,9.6,8.2,300.0
1,2.47,1,40.68807,-73.97316,Entire home/apt,67,9,24,319,16,6,95.4,Apartment,Queens,9.1,8.0,9.8,flexible,1,0,2.5 shared bath,9.9,9.2,234.95
1,2.0,2,40.69146,-74.02507,Private room,68,5,16,333,25,9,82.3,Condo,Brooklyn,8.5,9.3,8.1,strict,0,1,2.0 bath,9.6,9.7,195.6
3,2.21,1,40.67571,-74.00283,Entire home/apt,56,6,19,294,50,1,77.1,Apartment,Manhattan,7.5,9.2,9.1,moderate,0,0,2.2 shared bath,9.2,9.0,300.0
2,1.61,2,40.69772,-73.97756,Entire home/apt,85,9,13,202,27,5,78.2,House,Bronx,9.3,8.3,9.7,moderate,1,0,1.6 baths,8.2,7.3,272.37
5,1.4,2,40.7065,-73.9884,Private room,61,8,17,334,3,3,81.1,Apartment,Queens,8.0,8.3,9.3,moderate,1,1,1.4 bath,8.7,7.6,300.0
4,2.09,2,40.70246,-73.98767,Entire home/apt,98,7,29,285,17,6,73.0,Apartment,Queens,8.4,7.4,7.5,flexible,1,1,2.1 bath,7.3,7.4,300.0
2,1.88,3,40.69622,-74.01093,Private room,50,8,20,298,7,1,73.6,Apartment,Brooklyn,8.3,9.7,8.9,strict,1,0,1.9 shared bath,8.8,8.0,249.23
4,1.78,2,40.69113,-74.01034,Shared room,86,6,19,253,8,5,73.6,House,Brooklyn,8.8,8.8,8.1,moderate,0,1,1.8 shared bath,8.9,8.6,297.93
3,2.35,3,40.69429,-73.99012,Private room,53,1,15,363,27,5,99.6,Apartment,Manhattan,8.1,9.0,7.3,flexible,1,1,2.4 baths,9.0,8.0,300.0
3,2.38,3,40.70284,-74.00718,Entire home/apt,83,2,22,274,30,8,73.6,Apartment,Staten Island,9.3,8.4,8.6,flexible,0,1,2.4 shared bath,7.2,8.0,300.0
1,1.09,3,40.70825,-74.01703,Private room,88,8,24,341,38,1,81.1,Apartment,Bronx,9.6,7.0,7.5,flexible,0,1,1.1 bath,9.4,9.0,198.83
5,1.68,3,40.68505,-73.99847,Entire home/apt,69,5,11,362,37,9,77.2,House,Manhattan,7.6,9.1,8.8,strict,0,0,1.7 bath,8.8,9.0,300.0
4,1.82,2,40.70157,-74.0029,Entire home/apt,59,2,18,236,22,2,77.5,House,Brooklyn,8.1,7.8,7.7,moderate,1,0,1.8 baths,9.2,8.1,300.0
2,1.19,3,40.70265,-73.98697,Entire home/apt,90,1,28,244,4,1,88.5,Apartment,Manhattan,8.3,8.2,9.4,flexible,1,1,1.2 shared bath,7.1,8.3,271.27
3,1.47,1,40.69057,-73.99383,Entire home/apt,79,9,18,285,10,7,71.2,House,Queens,8.9,8.1,8.0,flexible,1,0,1.5 baths,7.5,10.0,279.8
1,1.1,1,40.70547,-73.97098,Entire home/apt,94,5,10,211,17,7,72.2,Condo,Queens,8.7,8.2,8.6,flexible,1,1,1.1 shared bath,7.1,7.3,203.89
1,2.99,2,40.70933,-74.01484,Private room,81,2,21,335,40,5,90.3,Apartment,Queens,8.5,9.1,9.9,flexible,1,0,3.0 bath,7.2,9.1,240.84
4,2.47,3,40.6943,-73.99935,Entire home/apt,79,7,28,211,2,1,93.9,House,Manhattan,8.6,8.2,7.3,flexible,1,1,2.5 bath,8.6,9.8,300.0
3,1.17,1,40.69133,-73.99151,Entire home/apt,74,9,23,215,17,3,92.3,Condo,Manhattan,7.5,9.2,8.1,flexible,1,1,1.2 shared bath,9.6,7.4,281.72
5,1.04,1,40.72156,-73.99208,Private room,80,10,17,283,0,1,79.5,Apartment,Bronx,9.7,10.0,7.7,strict,0,0,1.0 shared bath,9.3,7.6,271.73
3,2.44,3,40.708,-73.99615,Entire home/apt,56,10,24,210,37,6,85.9,Apartment,Queens,7.6,7.5,7.6,moderate,1,1,2.4 baths,8.4,9.4,300.0
4,1.88,3,40.7018,-74.02613,Private room,100,10,22,240,1,4,74.2,Apartment,Brooklyn,8.3,8.7,7.1,flexible,0,1,1.9 bath,9.3,8.8,300.0
4,2.57,2,40.69326,-74.02944,Private room,62,9,25,227,8,5,72.3,House,Brooklyn,7.5,7.5,8.9,moderate,1,0,2.6 bath,9.2,8.4,300.0
3,2.85,1,40.69227,-74.01612,Entire home/apt,82,2,26,302,49,1,92.5,House,Brooklyn,9.6,8.9,8.7,strict,1,1,2.9 shared bath,8.8,8.8,300.0
4,2.2,2,40.70573,-73.99255,Entire home/apt,95,7,18,281,12,9,78.5,Apartment,Brooklyn,9.7,9.4,8.8,moderate,1,1,2.2 shared bath,9.7,7.2,300.0
3,1.37,1,40.69177,-74.02849,Entire home/apt,69,1,29,301,3,4,79.1,Apartment,Brooklyn,7.2,9.3,7.7,flexible,1,1,1.4 shared bath,8.9,7.7,266.63
2,2.56,3,40.69134,-73.99009,Entire home/apt,50,3,21,301,41,4,90.2,Apartment,Staten Island,8.8,7.5,8.0,strict,1,0,2.6 baths,7.3,9.4,267.19
3,2.91,1,40.69865,-74.00454,Entire home/apt,93,7,18,307,35,9,99.5,Apartment,Brooklyn,8.8,8.8,8.3,strict,0,1,2.9 baths,8.6,7.6,300.0
3,2.16,1,40.70638,-74.00504,Entire home/apt,90,10,23,336,3,8,75.9,Condo,Brooklyn,7.6,8.5,9.6,flexible,1,1,2.2 bath,9.5,8.6,300.0
4,2.36,1,40.71764,-73.97086,Private room,92,8,26,251,3,4,73.4,Apartment,Bronx,9.6,7.2,7.8,flexible,0,0,2.4 shared bath,8.0,7.6,300.0
4,1.67,3,40.7024,-73.97318,Entire home/apt,59,7,17,240,5,3,90.7,Apartment,Manhattan,8.2,10.0,8.0,strict,0,1,1.7 shared bath,9.3,8.6,300.0
1,1.76,3,40.69178,-74.0101,Entire home/apt,66,9,10,247,50,2,96.5,Condo,Queens,9.2,8.5,7.6,moderate,0,0,1.8 shared bath,7.8,9.6,249.1
1,2.47,1,40.69732,-73.98838,Private room,86,8,26,216,45,3,87.4,Apartment,Manhattan,9.0,7.6,7.4,moderate,0,1,2.5 bath,8.2,9.6,215.15
2,2.86,1,40.71304,-73.99943,Entire home/apt,56,7,15,242,3,2,78.9,Condo,Brooklyn,8.1,7.7,9.9,flexible,0,1,2.9 shared bath,9.9,7.8,285.29
1,2.26,3,40.71203,-73.98717,Entire home/apt,77,8,18,222,12,6,93.6,Condo,Manhattan,9.8,7.9,8.2,flexible,0,1,2.3 shared bath,9.6,7.5,274.44
3,2.58,3,40.71247,-74.00587,Entire home/apt,71,6,26,315,5,1,88.7,Apartment,Bronx,8.7,9.0,8.4,moderate,0,0,2.6 bath,8.7,8.3,300.0
4,1.34,3,40.71014,-74.02002,Entire home/apt,50,8,22,201,30,8,86.1,Apartment,Staten Island,9.6,8.3,7.8,flexible,0,0,1.3 shared bath,7.5,7.1,300.0
1,1.42,1,40.71914,-74.00063,Private room,59,3,14,322,40,5,82.2,Condo,Manhattan,9.4,9.3,7.3,flexible,0,0,1.4 shared bath,8.3,8.0,188.02
1,2.06,2,40.70207,-73.98783,Entire home/apt,85,1,15,253,38,6,83.1,House,Bronx,9.4,8.2,8.8,flexible,0,0,2.1 shared bath,7.8,7.9,237.68
2,1.35,2,40.70752,-74.00207,Entire home/apt,97,9,15,215,37,6,95.2,Condo,Manhattan,9.3,7.5,8.5,strict,1,0,1.4 shared bath,9.3,9.3,264.18
2,2.27,3,40.69193,-73.98762,Private room,64,2,22,299,19,10,97.7,Condo,Brooklyn,7.5,8.7,8.8,flexible,0,0,2.3 shared bath,7.4,8.8,279.27
3,1.58,2,40.70233,-73.9809,Entire home/apt,98,7,25,223,26,1,97.1,House,Manhattan,7.1,7.8,8.1,flexible,1,0,1.6 shared bath,9.2,7.9,300.0
4,2.58,1,40.70273,-73.98232,Shared room,95,4,29,291,13,3,86.4,Apartment,Brooklyn,9.4,8.0,9.4,moderate,0,1,2.6 baths,9.5,7.8,300.0
2,2.62,2,40.70789,-73.99295,Private room,95,5,15,240,47,2,92.1,House,Manhattan,8.2,8.4,9.4,moderate,0,0,2.6 shared bath,8.6,9.9,281.44
1,1.93,2,40.69375,-74.01978,Private room,61,3,29,254,3,10,89.1,Apartment,Queens,8.3,8.8,9.2,moderate,0,1,1.9 baths,9.9,9.2,181.89
4,1.36,2,40.68435,-74.02961,Private room,86,1,13,358,29,2,75.6,Apartment,Queens,7.2,8.7,8.3,moderate,1,1,1.4 shared bath,8.3,7.5,275.33
4,2.29,3,40.69419,-73.99116,Shared room,94,5,22,297,1,10,98.2,Apartment,Manhattan,9.3,7.6,9.4,moderate,1,1,2.3 baths,8.9,7.2,300.0
1,2.99,1,40.71062,-73.98828,Entire home/apt,54,5,16,262,47,3,88.9,Apartment,Bronx,7.8,9.9,9.4,flexible,0,1,3.0 baths,9.0,9.6,229.95
2,2.25,3,40.69788,-73.99985,Private room,98,1,10,265,49,4,83.0,Apartment,Manhattan,7.7,7.4,7.7,flexible,1,1,2.2 shared bath,7.1,8.9,284.01
1,1.07,2,40.70469,-73.99605,Entire home/apt,100,9,20,213,38,3,89.3,Apartment,Manhattan,8.7,8.2,7.7,moderate,1,0,1.1 baths,9.7,9.8,226.61
4,1.03,3,40.69401,-74.00142,Private room,99,6,11,284,14,1,89.6,Apartment,Manhattan,9.8,9.8,9.7,moderate,1,0,1.0 bath,8.2,9.7,300.0
5,1.64,1,40.71041,-73.99897,Entire home/apt,87,10,15,328,10,2,87.6,Apartment,Bronx,8.0,8.4,9.8,moderate,0,0,1.6 bath,9.6,7.3,300.0
5,1.39,1,40.69894,-73.99428,Private room,58,10,12,219,1,1,99.2,Apartment,Brooklyn,8.8,8.2,9.3,moderate,1,1,1.4 bath,8.1,7.3,295.14
3,2.63,1,40.6988,-73.98644,Entire home/apt,59,10,22,242,30,7,73.0,Apartment,Bronx,7.2,8.9,9.2,flexible,1,0,2.6 bath,9.0,9.4,300.0
1,2.69,1,40.71328,-73.99832,Private room,57,3,30,303,40,10,89.3,Condo,Brooklyn,7.5,8.1,7.4,flexible,1,0,2.7 shared bath,9.7,9.1,209.55
1,1.52,2,40.71577,-73.99973,Entire home/apt,68,3,12,332,17,2,72.2,Apartment,Brooklyn,8.8,9.1,8.5,flexible,1,0,1.5 shared bath,8.6,9.2,231.12
3,1.65,2,40.71347,-74.00216,Private room,66,7,10,264,42,8,79.8,House,Brooklyn,9.9,9.7,7.6,flexible,1,0,1.6 bath,9.9,7.3,291.87
3,1.47,2,40.69672,-73.99653,Private room,66,2,16,284,40,3,87.1,Apartment,Brooklyn,8.4,9.8,7.8,strict,1,0,1.5 baths,8.8,7.8,241.27
3,2.82,2,40.69405,-74.03004,Shared room,79,8,23,217,27,2,86.7,House,Brooklyn,7.0,8.6,7.6,moderate,0,1,2.8 shared bath,9.9,8.1,300.0
4,2.01,2,40.69088,-73.9863,Entire home/apt,98,10,22,320,4,4,72.7,House,Brooklyn,8.1,10.0,7.1,moderate,0,0,2.0 shared bath,9.2,7.7,300.0
1,2.31,3,40.68511,-74.00287,Entire home/apt,55,6,18,311,8,7,94.3,House,Brooklyn,8.8,8.3,9.2,strict,1,1,2.3 shared bath,8.6,9.5,264.32
4,1.83,1,40.69067,-74.01175,Entire home/apt,73,5,18,312,5,2,91.2,Apartment,Staten Island,8.8,7.6,8.6,flexible,1,0,1.8 shared bath,8.1,9.3,299.81
3,2.26,2,40.69151,-73.97934,Entire home/apt,62,7,14,290,40,1,92.1,Apartment,Queens,8.8,9.2,9.5,moderate,0,1,2.3 bath,7.4,9.7,299.91
1,1.77,1,40.68738,-74.00411,Entire home/apt,77,5,19,276,21,1,84.3,Apartment,Bronx,9.5,8.0,9.1,moderate,1,1,1.8 shared bath,7.8,8.0,211.91
4,1.68,1,40.68483,-74.0157,Entire home/apt,86,3,16,301,45,10,80.0,House,Brooklyn,7.6,8.5,9.0,flexible,1,1,1.7 shared bath,9.0,7.8,300.0
4,2.27,2,40.68696,-73.98887,Private room,65,2,14,255,49,9,91.9,House,Brooklyn,8.6,8.5,8.9,moderate,1,0,2.3 shared bath,7.3,9.3,300.0
3,2.18,2,40.69949,-74.00716,Entire home/apt,90,4,13,213,40,3,99.8,Condo,Manhattan,7.4,9.0,7.8,moderate,0,0,2.2 baths,7.9,7.6,300.0
1,1.59,1,40.70441,-74.00563,Entire home/apt,84,4,13,333,36,8,82.5,Condo,Manhattan,7.8,9.7,9.2,moderate,1,0,1.6 bath,7.5,7.9,241.14
3,1.3,1,40.70352,-73.98714,Private room,77,4,15,285,23,1,87.0,Condo,Bronx,9.3,8.1,7.4,strict,0,0,1.3 bath,8.5,8.4,206.1
1,1.74,1,40.69478,-73.98523,Entire home/apt,59,5,20,352,46,2,87.1,House,Brooklyn,8.7,9.4,9.8,flexible,1,0,1.7 bath,7.6,9.7,236.63
5,1.83,3,40.69651,-74.02019,Entire home/apt,76,3,21,321,0,9,88.2,Apartment,Queens,7.8,9.7,7.3,strict,1,0,1.8 baths,9.8,9.3,300.0
2,2.26,3,40.70367,-74.0012,Entire home/apt,91,7,19,288,37,8,82.2,Condo,Manhattan,8.6,9.2,7.9,strict,1,1,2.3 bath,7.7,8.4,300.0
2,2.83,1,40.70192,-74.02174,Private room,89,8,23,217,12,7,71.9,Condo,Brooklyn,8.9,8.1,7.5,strict,1,1,2.8 baths,9.7,7.6,256.37
2,1.07,3,40.70562,-74.00645,Private room,50,5,12,274,39,1,79.6,Apartment,Staten Island,9.9,8.0,9.0,strict,1,1,1.1 shared bath,8.0,9.6,192.21
3,1.49,1,40.69038,-74.01186,Private room,94,3,18,317,24,10,97.2,House,Queens,8.2,7.3,9.1,strict,1,0,1.5 bath,9.5,9.0,252.05
5,1.39,1,40.71734,-73.98421,Private room,96,7,28,307,10,6,77.2,Apartment,Queens,7.4,8.4,8.9,moderate,1,0,1.4 baths,9.3,7.0,300.0
1,2.0,2,40.70631,-74.01641,Entire home/apt,64,8,30,234,15,3,87.0,Apartment,Brooklyn,10.0,8.0,7.5,flexible,1,1,2.0 bath,7.4,7.6,241.96
4,1.86,1,40.70743,-73.99183,Entire home/apt,95,10,15,234,22,5,73.2,Condo,Manhattan,10.0,7.3,7.7,flexible,1,0,1.9 bath,8.4,8.4,300.0
1,2.46,2,40.68939,-74.00446,Private room,62,4,13,331,29,9,73.8,Condo,Brooklyn,8.3,9.3,8.0,flexible,1,0,2.5 baths,9.2,8.0,236.53
4,1.48,2,40.68916,-74.02395,Private room,81,8,28,225,35,7,85.9,Apartment,Brooklyn,9.6,9.0,8.1,moderate,1,0,1.5 bath,8.5,9.5,297.49
1,2.19,1,40.69303,-74.01237,Private room,55,6,30,232,50,5,82.0,Apartment,Queens,8.4,7.2,7.7,moderate,1,0,2.2 shared bath,7.9,8.6,189.6
5,2.77,3,40.70737,-74.01947,Entire home/apt,52,7,12,286,24,3,91.1,House,Manhattan,7.6,9.3,7.4,flexible,0,1,2.8 baths,8.4,9.8,300.0
4,2.82,1,40.68843,-74.01228,Entire home/apt,55,8,24,273,20,3,86.6,Condo,Brooklyn,8.0,8.3,9.0,strict,0,0,2.8 baths,8.1,8.8,300.0
3,2.92,1,40.70447,-74.01513,Entire home/apt,64,1,20,357,39,5,85.5,House,Bronx,9.7,8.3,9.5,flexible,1,1,2.9 shared bath,9.3,9.8,300.0
1,2.55,3,40.71459,-74.00495,Entire home/apt,53,2,20,365,29,1,88.8,Apartment,Manhattan,9.0,8.2,9.6,flexible,0,0,2.5 baths,7.3,8.1,273.93
1,2.81,2,40.69293,-73.98562,Entire home/apt,85,4,19,225,1,2,81.9,Condo,Bronx,9.4,10.0,8.8,moderate,1,0,2.8 bath,9.8,7.1,259.59
4,1.47,3,40.69064,-74.01277,Entire home/apt,51,8,20,333,5,8,74.2,House,Manhattan,9.6,9.6,9.8,strict,1,0,1.5 shared bath,9.5,9.4,300.0
3,1.4,1,40.69269,-74.01699,Private room,94,10,27,235,30,5,74.1,Apartment,Queens,8.8,7.9,7.7,flexible,1,1,1.4 baths,7.7,8.2,252.2
3,1.01,1,40.69836,-74.00907,Private room,72,9,12,335,8,3,96.5,Condo,Staten Island,9.1,7.8,9.5,moderate,0,1,1.0 bath,9.3,9.8,192.87
5,2.41,3,40.7095,-74.00453,Private room,63,9,19,327,1,5,89.4,House,Queens,8.2,9.9,7.4,flexible,0,1,2.4 bath,9.4,9.9,300.0
3,2.87,3,40.71012,-74.01168,Entire home/apt,56,1,20,348,29,10,79.2,Apartment,Brooklyn,9.4,8.6,9.6,moderate,1,0,2.9 baths,9.6,9.1,300.0
3,1.37,3,40.70799,-74.01942,Entire home/apt,53,4,19,207,10,5,85.2,Apartment,Manhattan,7.6,8.6,9.5,strict,0,0,1.4 shared bath,8.4,7.2,286.62
3,2.27,2,40.68056,-73.98871,Private room,55,5,14,265,12,6,79.9,Apartment,Manhattan,9.2,9.7,9.9,flexible,1,0,2.3 shared bath,7.6,7.5,300.0
2,2.49,3,40.69813,-73.99135,Entire home/apt,66,3,28,213,39,5,80.0,Condo,Brooklyn,7.3,9.3,7.6,flexible,1,0,2.5 baths,7.9,7.8,300.0
5,2.86,1,40.69118,-74.00148,Entire home/apt,61,10,11,211,12,4,89.8,House,Brooklyn,7.0,8.0,9.2,flexible,1,1,2.9 baths,7.0,7.8,300.0
1,2.29,3,40.70404,-73.97737,Entire home/apt,92,5,28,290,7,10,80.7,Apartment,Manhattan,8.6,8.9,8.6,moderate,1,0,2.3 baths,8.3,7.5,277.71
4,2.94,1,40.709,-73.9629,Private room,90,10,22,217,4,4,74.3,House,Brooklyn,7.7,7.3,7.3,flexible,1,0,2.9 shared bath,7.3,9.4,300.0
1,1.69,2,40.69501,-73.98009,Private room,100,1,21,217,10,5,93.9,Apartment,Manhattan,9.4,7.2,8.7,strict,0,1,1.7 baths,9.1,8.2,214.0
5,1.7,2,40.71921,-74.03155,Private room,53,3,21,210,38,9,90.3,Apartment,Manhattan,8.6,7.4,8.0,flexible,1,0,1.7 bath,7.8,8.9,300.0
4,2.09,3,40.69094,-73.99532,Entire home/apt,64,3,14,207,15,2,85.0,House,Brooklyn,7.9,9.3,8.9,moderate,0,0,2.1 baths,9.7,8.5,300.0
5,1.77,1,40.70532,-74.01176,Entire home/apt,95,9,28,291,47,3,85.4,Condo,Brooklyn,7.3,7.5,7.1,moderate,1,1,1.8 shared bath,9.3,7.3,300.0
3,1.0,2,40.72144,-74.00537,Private room,72,8,25,272,11,6,88.0,Apartment,Queens,9.2,7.9,9.0,flexible,1,0,1.0 baths,8.3,7.6,222.83
4,2.46,3,40.70918,-74.02403,Private room,68,2,21,254,21,2,79.5,Apartment,Brooklyn,7.0,8.1,9.0,flexible,1,1,2.5 bath,9.2,9.6,300.0
3,2.5,2,40.70594,-73.99606,Private room,86,5,28,331,7,9,75.6,House,Staten Island,7.3,8.3,9.8,flexible,1,0,2.5 shared bath,9.8,7.2,296.83
1,2.49,3,40.6983,-73.97403,Private room,62,4,25,244,29,6,98.6,Condo,Brooklyn,7.3,9.1,9.8,moderate,1,0,2.5 baths,7.2,9.5,227.37
1,1.69,1,40.70611,-74.00098,Private room,65,6,29,289,3,3,86.1,House,Manhattan,8.3,8.7,8.7,flexible,1,1,1.7 bath,9.9,9.3,197.95
4,2.04,3,40.69448,-73.98476,Entire home/apt,67,8,21,267,16,5,88.3,House,Manhattan,7.4,9.7,7.4,flexible,1,0,2.0 baths,9.3,8.3,300.0
4,1.72,1,40.71128,-73.99484,Entire home/apt,87,2,24,211,43,8,86.4,House,Brooklyn,9.4,8.8,7.4,moderate,0,1,1.7 bath,8.1,8.7,300.0
5,1.03,2,40.69276,-73.98855,Entire home/apt,85,9,26,222,34,2,84.2,Apartment,Manhattan,8.3,9.6,8.6,moderate,1,1,1.0 baths,8.0,9.8,300.0
5,2.12,1,40.69752,-74.03404,Private room,91,1,19,248,6,2,86.6,Apartment,Brooklyn,9.2,9.0,7.3,flexible,1,0,2.1 shared bath,9.4,7.6,300.0
3,1.25,1,40.69161,-73.99353,Entire home/apt,61,3,17,251,4,2,82.7,Apartment,Bronx,8.8,9.1,8.7,moderate,1,0,1.2 shared bath,7.3,7.3,244.08
4,1.16,2,40.69657,-73.98727,Entire home/apt,85,6,16,320,31,1,98.9,Apartment,Brooklyn,7.1,9.9,7.2,flexible,1,1,1.2 bath,9.8,9.3,300.0
1,2.51,1,40.69542,-73.97445,Private room,76,8,24,319,3,2,82.8,Condo,Queens,8.9,8.2,7.9,moderate,1,1,2.5 baths,8.7,9.0,194.6
5,1.02,1,40.67984,-74.02159,Shared room,99,5,21,244,22,1,98.0,House,Bronx,9.1,8.4,7.8,flexible,0,0,1.0 bath,8.1,7.4,285.92
5,2.92,3,40.70033,-73.97538,Entire home/apt,85,2,10,237,30,3,86.6,Condo,Manhattan,7.9,7.9,7.9,strict,0,0,2.9 shared bath,8.5,9.3,300.0
